Eigenvector Count,Signal Matrix Type,Model Matrix Type,MSE
10,M_shiftUndirected,M_laplacianUndirected,0.08385282538909318
10,M_shiftUndirected,M_normalizedLaplacianUndirected,0.10069883909626548
10,M_shiftUndirected,M_leftNormalizedLaplacian,0.09599008741891124
10,M_shiftUndirected,M_incidence,0.047583628967084804
10,M_shiftUndirected,M_normalizedIncidence,0.069766497115861
10,M_laplacianUndirected,M_shiftDirected,0.07326947550423558
10,M_laplacianUndirected,M_laplacianDirected,0.08010678384652602
10,M_laplacianUndirected,M_normalizedLaplacianDirected,0.1025393466676687
10,M_laplacianUndirected,M_moebius,0.04065740285253924
10,M_laplacianUndirected,M_moebiusLaplacian,0.08676290944623721
10,M_laplacianUndirected,M_modifiedMoebius,0.042854737136136904
10,M_laplacianUndirected,M_shiftUndirected,0.04023807626129778
10,M_laplacianUndirected,M_laplacianUndirected,0.048206569102046896
10,M_laplacianUndirected,M_normalizedLaplacianUndirected,0.08092050079731568
10,M_laplacianUndirected,M_leftNormalizedLaplacian,0.06371123992232958
10,M_laplacianUndirected,M_incidence,0.038073649556768896
10,M_laplacianUndirected,M_normalizedIncidence,0.03938830346660413
10,M_normalizedLaplacianUndirected,M_shiftDirected,0.0535846113233767
10,M_normalizedLaplacianUndirected,M_laplacianDirected,0.08509421975679005
10,M_normalizedLaplacianUndirected,M_normalizedLaplacianDirected,0.08568708949070122
10,M_normalizedLaplacianUndirected,M_moebius,0.05223599092242
10,M_normalizedLaplacianUndirected,M_moebiusLaplacian,0.08971646189991024
10,M_normalizedLaplacianUndirected,M_modifiedMoebius,0.04497130270665489
10,M_normalizedLaplacianUndirected,M_shiftUndirected,0.04612852920127612
10,M_normalizedLaplacianUndirected,M_laplacianUndirected,0.046738032754311216
10,M_normalizedLaplacianUndirected,M_normalizedLaplacianUndirected,0.08242489606541799
10,M_normalizedLaplacianUndirected,M_leftNormalizedLaplacian,0.05554650650286534
10,M_normalizedLaplacianUndirected,M_incidence,0.050409555143170325
10,M_normalizedLaplacianUndirected,M_normalizedIncidence,0.05570816320625148
10,M_leftNormalizedLaplacian,M_shiftDirected,0.08054547996349366
10,M_leftNormalizedLaplacian,M_laplacianDirected,0.0884311959012656
10,M_leftNormalizedLaplacian,M_normalizedLaplacianDirected,0.08583703205918666
10,M_leftNormalizedLaplacian,M_moebius,0.06455980779301865
10,M_leftNormalizedLaplacian,M_moebiusLaplacian,0.0889294754769088
10,M_leftNormalizedLaplacian,M_modifiedMoebius,0.050847349990097615
10,M_leftNormalizedLaplacian,M_shiftUndirected,0.038812702564315106
10,M_leftNormalizedLaplacian,M_laplacianUndirected,0.0485769070078121
10,M_leftNormalizedLaplacian,M_normalizedLaplacianUndirected,0.06343623627222683
10,M_leftNormalizedLaplacian,M_leftNormalizedLaplacian,0.06466616805516238
10,M_leftNormalizedLaplacian,M_incidence,0.04657019563177303
10,M_leftNormalizedLaplacian,M_normalizedIncidence,0.048538637655904576
10,M_incidence,M_shiftDirected,0.06038654650134066
10,M_incidence,M_laplacianDirected,0.08299669119929191
10,M_incidence,M_normalizedLaplacianDirected,0.09312898892470434
10,M_incidence,M_moebius,0.054749481787277746
10,M_incidence,M_moebiusLaplacian,0.07225566736769167
10,M_incidence,M_modifiedMoebius,0.08835177394286132
10,M_incidence,M_shiftUndirected,0.049025469105141925
10,M_incidence,M_laplacianUndirected,0.045142853409629057
10,M_incidence,M_normalizedLaplacianUndirected,0.06549563468980901
10,M_incidence,M_leftNormalizedLaplacian,0.056041209101642016
